LOAD DATA
INFILE *
APPEND
INTO TABLE macomb.mt_eh_entity_photo
FIELDS TERMINATED BY ',' OPTIONALLY ENCLOSED BY '"'
(ENTITY_ID,PHOTO_ID,DATE_TAKEN,ACTION_TYPE,ACTION_TIME,ACTION_BY)
BEGINDATA
0IHUXJT1C0XD3MIG,D7GRCHT0WA3F53ZM,1999021416:31:48-480,I,1999021416:31:48-480,-900
0IHUXJM060XD3MIG,GOBO1HXUZO428OHV,1999021416:45:08-480,I,1999021416:45:08-480,-900
0IHUXJM060XD3MIG,OZHV0O9AJKJSSUNC,1999021416:45:20-480,I,1999021416:45:20-480,-900
0IHV49W000XD1MIG,AWRXH0ZDDVO98PO1,1999021417:26:06-480,I,1999021417:26:06-480,-900
0IHV49W000XD1MIG,M1NS12S5HY9JUMB7,1999021417:26:24-480,I,1999021417:26:24-480,-900
0IHUXJX000XD3MIG,KZPGMZO74A3N7ZRQ,1999021417:49:12-480,I,1999021417:49:12-480,-900
0IHUXJX000XD3MIG,X6II0WSBLGM1FWVX,1999021417:49:28-480,I,1999021417:49:28-480,-900
0IHUROG000XD3MIG,G273P26CW2QRNAA8,1999021420:57:14-480,I,1999021420:57:14-480,-900
0IHUROG000XD3MIG,UMRKBCVB4IIUH27P,1999021420:57:28-480,I,1999021420:57:28-480,-900
0IHUMDS1G0X22MIG,Z8BOZRPF7YMHXGLT,1999021421:11:32-480,I,1999021421:11:32-480,-900
0IHUMDS1G0X22MIG,A9TOZS5YGDL9E0CQ,1999021421:11:44-480,I,1999021421:11:44-480,-900
0IHV0P9000X30MIG,HN1DFJQZ5Y1QQR0P,1999021504:17:28-480,I,1999021504:17:28-480,-900
0IHV0P9000X30MIG,FB8D4AAB2DR6QNWO,1999021504:17:44-480,I,1999021504:17:44-480,-900
0IHV1344X0XD1MIG,HD4SK2W6I7VIJJO2,1999021504:23:48-480,I,1999021504:23:48-480,-900
0IHV1344X0XD1MIG,DJW7BGT6ZPNR5BL5,1999021504:24:02-480,I,1999021504:24:02-480,-900
0IHUKFF000X30MIG,SPVBUHTR9CGXJT3M,1999021504:28:46-480,I,1999021504:28:46-480,-900
0IHUKFF000X30MIG,R96QZP56B9R2WGLE,1999021504:29:00-480,I,1999021504:29:00-480,-900
0IHUXJZ000XD3MIG,BS4BRJGTAL97N8F6,1999021504:33:50-480,I,1999021504:33:50-480,-900
0IHUXJZ000XD3MIG,JEOPT64K5UAOZF6R,1999021504:34:02-480,I,1999021504:34:02-480,-900
0IHUWP5000XD3MIG,FHQW4O8XV7SF6KQQ,1999021505:20:22-480,I,1999021505:20:22-480,-900
0IHUWP5000XD3MIG,B1JX52PWHV4HTRA3,1999021505:20:34-480,I,1999021505:20:34-480,-900
0IHUXK0000XD3MIG,VGHUKHRBEHAA5UE9,1999021505:29:32-480,I,1999021505:29:32-480,-900
0IHUXK0000XD3MIG,W68NQLOYW8TOJW7S,1999021505:29:40-480,I,1999021505:29:40-480,-900
0IHUL9G0J0X22MIG,UX9OT8SQZGWSKHA9,1999021506:35:24-480,I,1999021506:35:24-480,-900
0IHUL9G0J0X22MIG,V2L8L4TYQX1NGEWW,1999021506:35:36-480,I,1999021506:35:36-480,-900
0IHUP8A1A0X22MIG,OXUOBW3OBQ0TAH9C,1999021507:02:12-480,I,1999021507:02:12-480,-900
0IHUP8A1A0X22MIG,VGCZXDWBE7S0LMCG,1999021507:02:22-480,I,1999021507:02:22-480,-900
0IHUWFC1Q0XD7MIG,MRG4RQGBT9K57VPZ,1999021509:37:28-480,I,1999021509:37:28-480,-900
0IHUWFC1Q0XD7MIG,PWCR3BHIPDAKDGD0,1999021509:37:36-480,I,1999021509:37:36-480,-900
0IHUII3HS0X31MIG,L83D9SFC2OJB4I12,1999021509:42:40-480,I,1999021509:42:40-480,-900
0IHUII3HS0X31MIG,PJCFEZC760BR9QYS,1999021509:43:02-480,I,1999021509:43:02-480,-900
0IHUXK2000XD3MIG,WR7ZCHLN6090LQ54,1999021511:10:30-480,I,1999021511:10:30-480,-900
0IHUXK2000XD3MIG,V0YONN1IQ648TQNS,1999021511:10:40-480,I,1999021511:10:40-480,-900
0IHV5AK000X31MIG,UG5185OWK09SI7XV,1999021511:15:18-480,I,1999021511:15:18-480,-900
0IHV5AK000X31MIG,I7HA1QP3D575C38N,1999021511:15:28-480,I,1999021511:15:28-480,-900
0IHUX69300XD7MIG,AJB1NTTVPGXB9M19,1999021514:54:04-480,I,1999021514:54:04-480,-900
0IHUX69300XD7MIG,WX9DHK2H2T1O3QHM,1999021514:54:28-480,I,1999021514:54:28-480,-900
0IHUXKC3L0XD3MIG,T93HYKC7GHK1PQXN,1999021517:21:04-480,I,1999021517:21:04-480,-900
0IHUXKC3L0XD3MIG,MCMPV6H2YWZUHTQD,1999021517:21:24-480,I,1999021517:21:24-480,-900
0IHUXKE340XD3MIG,XXNA0BU5YP214S91,1999021518:46:34-480,I,1999021518:46:34-480,-900
0IHUXKE340XD3MIG,LVOTYN3K8GRBF2S8,1999021518:46:44-480,I,1999021518:46:44-480,-900
0IHUXKD2T0XD3MIG,RB50B8DTFB7LRUI7,1999021518:47:58-480,I,1999021518:47:58-480,-900
0IHUXKD2T0XD3MIG,WZZ7R36SCLZBGT53,1999021518:48:26-480,I,1999021518:48:26-480,-900
0IHUXKI000XD3MIG,VKZZB9BFM0NN9A2S,1999021521:32:08-480,I,1999021521:32:08-480,-900
0IHUXKI000XD3MIG,EM7DPRWHOLMPD1QH,1999021521:32:20-480,I,1999021521:32:20-480,-900
0IHUXKG0U0XD3MIG,AB36HPR7NARWI0EU,1999021521:46:40-480,I,1999021521:46:40-480,-900
0IHUXKG0U0XD3MIG,X7O8PACDUEJ7EECJ,1999021521:46:52-480,I,1999021521:46:52-480,-900
0IHUOF3000X22MIG,F3P3UGW4I2EUH7B4,1999021522:25:08-480,I,1999021522:25:08-480,-900
0IHUOF3000X22MIG,B0QKL2D99XOQT877,1999021522:25:20-480,I,1999021522:25:20-480,-900
0IHUKIZ1A0X22MIG,N5C1L6UDN1QBD4C5,1999021522:30:30-480,I,1999021522:30:30-480,-900
0IHUKIZ1A0X22MIG,MS2TQ7ZUFVJO4LWT,1999021522:30:42-480,I,1999021522:30:42-480,-900
0IHUPZ5060X23MIG,Z6SKLS20Z8A4HATD,1999021522:40:54-480,I,1999021522:40:54-480,-900
0IHUPZ5060X23MIG,U383OF31FL98NV22,1999021522:41:08-480,I,1999021522:41:08-480,-900
0IHUSB9000XD3MIG,PS1GRL84IVO3CQXY,1999021522:46:54-480,I,1999021522:46:54-480,-900
0IHUSB9000XD3MIG,CZMAKQDYHGMO92SG,1999021522:47:06-480,I,1999021522:47:06-480,-900
0IHUTGP0Y0XD3MIG,RDJGN5GN77U0RWQM,1999021601:55:58-480,I,1999021601:55:58-480,-900
0IHUTGP0Y0XD3MIG,FMEEDHXO7AAIVJ5L,1999021601:56:06-480,I,1999021601:56:06-480,-900
0IHUXKL000XD3MIG,TK21SOEB6ZZ1AUZQ,1999021602:02:06-480,I,1999021602:02:06-480,-900
0IHUXKL000XD3MIG,AZQIOZZ8E2TFDDVM,1999021602:02:14-480,I,1999021602:02:14-480,-900
0IHUO4S000X23MIG,MDBZEVIPCR6K0UOI,1999021602:05:56-480,I,1999021602:05:56-480,-900
0IHUO4S000X23MIG,DJC4WP7YLPNNY1TZ,1999021602:06:06-480,I,1999021602:06:06-480,-900
0IHUXKK370XD3MIG,W1SE6P8LHO9ZM3DX,1999021602:10:04-480,I,1999021602:10:04-480,-900
0IHUXKK370XD3MIG,STFQ6H9UIHDTME37,1999021602:10:24-480,I,1999021602:10:24-480,-900
0IHUXKP000XD3MIG,B3I18FGRKDBCNYAH,1999021603:06:38-480,I,1999021603:06:38-480,-900
0IHUXKP000XD3MIG,QL31DYU49XDN2SXG,1999021603:06:46-480,I,1999021603:06:46-480,-900
0IHUPHX160X22MIG,L4HIV3EF2QC0W6JC,1999021603:11:04-480,I,1999021603:11:04-480,-900
0IHUPHX160X22MIG,V0W1APWRZT07EV7O,1999021603:11:10-480,I,1999021603:11:10-480,-900
0IHUXKN3D0XD3MIG,XYIFW3B8URSILV47,1999021603:15:32-480,I,1999021603:15:32-480,-900
0IHUXKN3D0XD3MIG,E5PUDG49GMJMXKM8,1999021603:15:40-480,I,1999021603:15:40-480,-900
0IHUXAQ2F0XD7MIG,HB356BTFHHNOLXDY,1999021603:21:12-480,I,1999021603:21:12-480,-900
0IHUXAQ2F0XD7MIG,C8CN1EJG7N88O6C4,1999021603:21:18-480,I,1999021603:21:18-480,-900
0IHUSYM1I0XD3MIG,QVI06L6WI7TG0LUX,1999021604:29:28-480,I,1999021604:29:28-480,-900
0IHUSYM1I0XD3MIG,GXH17JJ9LW5LBE2R,1999021604:29:34-480,I,1999021604:29:34-480,-900
0IHUXKM060XD3MIG,OSUS0J4REQEVGA4R,1999021604:32:18-480,I,1999021604:32:18-480,-900
0IHUXKM060XD3MIG,VTMGE8ECT2DO8A8Z,1999021604:32:26-480,I,1999021604:32:26-480,-900
0IHUOHJ000XD2MIG,MG2SNT5OLPAD2KHA,1999021604:50:06-480,I,1999021604:50:06-480,-900
0IHUOHJ000XD2MIG,HV8CN0V0W8VN283U,1999021604:50:18-480,I,1999021604:50:18-480,-900
0IHUY4J000XD7MIG,LMCH4PGYM01MXO30,1999021605:27:30-480,I,1999021605:27:30-480,-900
0IHUY4J000XD7MIG,N7355RDM5MTKB41L,1999021605:27:38-480,I,1999021605:27:38-480,-900
0IHUYEP0X0XD2MIG,SFFO2LSMENWLI1GQ,1999021605:32:36-480,I,1999021605:32:36-480,-900
0IHUYEP0X0XD2MIG,BYGILDQZ9W600K44,1999021605:32:46-480,I,1999021605:32:46-480,-900
0IHVPGT000X84MIG,KYF66KZSK3D4S7A8,1999021605:40:14-480,I,1999021605:40:14-480,-900
0IHVPGT000X84MIG,BRLLJNPTG7EUSMIQ,1999021605:40:18-480,I,1999021605:40:18-480,-900
0IHUXWI430XD7MIG,EFWU7B8OXNHLPFBX,1999021606:04:34-480,I,1999021606:04:34-480,-900
0IHUXWI430XD7MIG,A3R8AGAWH6HK0Q9L,1999021606:04:44-480,I,1999021606:04:44-480,-900
0IHUNG0000X23MIG,ZBXZQ1B2S3TT9C1V,1999021618:55:22-480,I,1999021618:55:22-480,-900
0IHUNG0000X23MIG,X4J83X9A92B0JYC7,1999021618:55:30-480,I,1999021618:55:30-480,-900
0IHUXKY000XD3MIG,PKX0E6SE2CKOLIRW,1999021619:27:44-480,I,1999021619:27:44-480,-900
0IHUXKY000XD3MIG,RGN9DT6LFM8CMCZX,1999021619:27:56-480,I,1999021619:27:56-480,-900
0IHUXKZ1C0XD3MIG,HLPIOUF379L5DEDH,1999021620:43:44-480,I,1999021620:43:44-480,-900
0IHUXKZ1C0XD3MIG,JVPY1S1BSE4UOBYR,1999021620:44:00-480,I,1999021620:44:00-480,-900
0IHUXL0240XD3MIG,SVU5WI0MIA6UCFQQ,1999021620:52:36-480,I,1999021620:52:36-480,-900
0IHUXL0240XD3MIG,TZ88U662V6BF600X,1999021620:52:46-480,I,1999021620:52:46-480,-900
0IHV3KJ000X31MIG,XKSXLDVN4G65BDKQ,1999021621:00:08-480,I,1999021621:00:08-480,-900
0IHV3KJ000X31MIG,F6K050DJLNAAGEZ7,1999021621:00:20-480,I,1999021621:00:20-480,-900
0IHVCLE000X44MIG,FVVY00LIWYSVXGIF,1999021621:06:02-480,I,1999021621:06:02-480,-900
0IHVCLE000X44MIG,KF8SLXQ1XGJ115E0,1999021621:06:20-480,I,1999021621:06:20-480,-900
0IHUXL24P0XD3MIG,NGSVC6OAN4IOVLOR,1999021621:22:18-480,I,1999021621:22:18-480,-900
0IHUXL24P0XD3MIG,UNMGWA2YW9BM5DA1,1999021621:22:34-480,I,1999021621:22:34-480,-900
0IHUT781V0XD1MIG,YKLTQZH5O2BKHJ33,1999021622:18:28-480,I,1999021622:18:28-480,-900
0IHUT781V0XD1MIG,S59IV17CEVZUA3X6,1999021622:18:38-480,I,1999021622:18:38-480,-900
0IHUMZ3090XD1MIG,UISOHBDLWXV2ARTF,1999021622:26:08-480,I,1999021622:26:08-480,-900
0IHUMZ3090XD1MIG,DPTTCCZ829PTI6OB,1999021622:26:22-480,I,1999021622:26:22-480,-900
0IHUXL32D0XD3MIG,O2FGENEVQ46NYN3J,1999021622:33:14-480,I,1999021622:33:14-480,-900
0IHUXL32D0XD3MIG,EF28B3G65JNBPZJC,1999021622:33:28-480,I,1999021622:33:28-480,-900
0IHUXL42R0XD3MIG,S5K1OM6BZ4GOQHDU,1999021622:42:18-480,I,1999021622:42:18-480,-900
0IHUXL42R0XD3MIG,GOH47OSEQA0VC8NK,1999021622:42:30-480,I,1999021622:42:30-480,-900
0IHV5KZ360XD1MIG,FUHM1KBCJVI6IHWU,1999021622:44:46-480,I,1999021622:44:46-480,-900
0IHV5KZ360XD1MIG,XVSLXTTVYXFI6N2S,1999021622:44:58-480,I,1999021622:44:58-480,-900
0IHVBO3I00X51MIG,PDS1IP781SQ09PAP,1999021623:10:16-480,I,1999021623:10:16-480,-900
0IHVBO3I00X51MIG,YHGMT2XB8CE140DK,1999021623:10:30-480,I,1999021623:10:30-480,-900
0IHULJV190XD3MIG,YZ0GX6P5YKPHCRLS,1999021702:07:28-480,I,1999021702:07:28-480,-900
0IHULJV190XD3MIG,R8TDUDRWXKK2A9PO,1999021702:07:34-480,I,1999021702:07:34-480,-900
0IHUNRR000XD2MIG,MMPC23X855G0NBZR,1999021702:10:48-480,I,1999021702:10:48-480,-900
0IHUNRR000XD2MIG,U648SWNRTCPT7WDC,1999021702:10:58-480,I,1999021702:10:58-480,-900
0IHUSO8000XD3MIG,EPRWCMQ5Z6PYL7IP,1999021702:17:24-480,I,1999021702:17:24-480,-900
0IHUSO8000XD3MIG,YFV8S61KVGPG4P0J,1999021702:17:28-480,I,1999021702:17:28-480,-900
0IHUXLE000XD3MIG,IHQ2W5M0VBI7IPD0,1999021702:25:14-480,I,1999021702:25:14-480,-900
0IHUXLE000XD3MIG,G94LQ81MS0450U0Z,1999021702:25:20-480,I,1999021702:25:20-480,-900
0IHUV09000XD3MIG,G4QWMRWW6D5ZZTJE,1999021702:29:18-480,I,1999021702:29:18-480,-900
0IHUV09000XD3MIG,VE5JX53BNXUI81GA,1999021702:29:24-480,I,1999021702:29:24-480,-900
0IHUXLA3U0XD3MIG,V933HXS7G3GY81UG,1999021702:32:16-480,I,1999021702:32:16-480,-900
0IHUXLA3U0XD3MIG,YI8EMH3XT2FDVTS5,1999021702:32:24-480,I,1999021702:32:24-480,-900
0IHUXL96B0XD3MIG,BPHFHPZNK9XJOZ1Y,1999021702:36:00-480,I,1999021702:36:00-480,-900
0IHUXL96B0XD3MIG,DB0D0GH99OBIQF4G,1999021702:36:06-480,I,1999021702:36:06-480,-900
0IHUPB82R0XD3MIG,X2GKJIB12R6JOQC3,1999021702:41:42-480,I,1999021702:41:42-480,-900
0IHUPB82R0XD3MIG,IVO10FXB0HV31YCQ,1999021702:41:50-480,I,1999021702:41:50-480,-900
0IHUXL60V0XD3MIG,OI96RP1KZQAE3Z35,1999021702:46:08-480,I,1999021702:46:08-480,-900
0IHUXL60V0XD3MIG,QX6AYHNBEJPB7QWX,1999021702:46:18-480,I,1999021702:46:18-480,-900
0IHVMOQ000X85MIG,STM48GLUZE9WYWAQ,1999021702:49:42-480,I,1999021702:49:42-480,-900
0IHVMOQ000X85MIG,JEHWLIC0U6YPLZGZ,1999021702:49:50-480,I,1999021702:49:50-480,-900
0IHUXLR3G0XD3MIG,GTK3ZIOPQDRDW81B,1999021703:02:00-480,I,1999021703:02:00-480,-900
0IHUXLR3G0XD3MIG,K59ZX763SGBYQ2OH,1999021703:02:04-480,I,1999021703:02:04-480,-900
0IHUMTD060XD1MIG,A8OVO38NY1K070KS,1999021703:06:26-480,I,1999021703:06:26-480,-900
0IHUMTD060XD1MIG,W22QNJNGTVEUFA8F,1999021703:06:48-480,I,1999021703:06:48-480,-900
0IHUXL8000XD3MIG,TQOCYCJA2LC7CIS9,1999021703:09:38-480,I,1999021703:09:38-480,-900
0IHUXL8000XD3MIG,I5SYVQXRTBPOVCCS,1999021703:09:44-480,I,1999021703:09:44-480,-900
0IHUYZ0000X31MIG,J96IX07IWYNSP5FT,1999021703:13:30-480,I,1999021703:13:30-480,-900
0IHUYZ0000X31MIG,BNZ4W5UW7IBA7UH2,1999021703:13:36-480,I,1999021703:13:36-480,-900
0IHUPG7240XD3MIG,ZFXWEJUH8654IPU2,1999021703:19:04-480,I,1999021703:19:04-480,-900
0IHUPG7240XD3MIG,DVB5JB070QFERU1N,1999021703:19:10-480,I,1999021703:19:10-480,-900
0IHUXLG000XD3MIG,Y80KLAUIWZEJ6REA,1999021703:22:08-480,I,1999021703:22:08-480,-900
0IHUXLG000XD3MIG,DE58GW1ZKVJ9UKA8,1999021703:22:12-480,I,1999021703:22:12-480,-900
0IHUXLQ000XD3MIG,NAPGXS1WXTN8EMXI,1999021703:27:20-480,I,1999021703:27:20-480,-900
0IHUXLQ000XD3MIG,P2N421WTINU3WA6P,1999021703:27:24-480,I,1999021703:27:24-480,-900
0IHUYN03W0XD7MIG,VZF9BPMOUEEKX61Q,1999021703:33:42-480,I,1999021703:33:42-480,-900
0IHUYN03W0XD7MIG,RTMSPP1H2S8K6M75,1999021703:34:08-480,I,1999021703:34:08-480,-900
0IHUYQS000XD7MIG,FI6YA55MKS504WTX,1999021703:37:22-480,I,1999021703:37:22-480,-900
0IHUYQS000XD7MIG,W3BP64SZ1XH480JQ,1999021703:37:28-480,I,1999021703:37:28-480,-900
0IHUXL5320XD3MIG,GCUXV5MIIBQANFWD,1999021703:42:12-480,I,1999021703:42:12-480,-900
0IHUXL5320XD3MIG,LMKFHUXJB39UYQS6,1999021703:42:18-480,I,1999021703:42:18-480,-900
0IHV7OI000X31MIG,C8ZK14LRATFIXJWW,1999021703:47:02-480,I,1999021703:47:02-480,-900
0IHV7OI000X31MIG,BGVA1OGCBGW7IMXM,1999021703:47:06-480,I,1999021703:47:06-480,-900
0IHUXLT000XD3MIG,AYH8XN2UCGQY3187,1999021705:55:54-480,I,1999021705:55:54-480,-900
0IHUXLT000XD3MIG,TXB9Z9XVANI773EA,1999021705:56:02-480,I,1999021705:56:02-480,-900
0IHUXM02H0XD3MIG,HUGTF9L79O9HGZ0Y,1999021706:16:58-480,I,1999021706:16:58-480,-900
0IHUXM02H0XD3MIG,HBNYMYW0JXFQNQBY,1999021706:17:30-480,I,1999021706:17:30-480,-900
0IHVM19QQ0X85MIG,ILTJAUIQ5F3YH0W8,1999021706:24:14-480,I,1999021706:24:14-480,-900
0IHVM19QQ0X85MIG,JC9JJIXFR84SE242,1999021706:24:20-480,I,1999021706:24:20-480,-900
0IHV3PQ2D0XD1MIG,MAU2BQLJNRFYDHSF,1999021706:37:22-480,I,1999021706:37:22-480,-900
0IHUT780U0XD3MIG,INWTMTKGEFVGLRXL,1999021706:43:00-480,I,1999021706:43:00-480,-900
0IHUT780U0XD3MIG,GXS9DY7QKZZ5TWC9,1999021706:43:10-480,I,1999021706:43:10-480,-900
0IHUV0A3P0XD3MIG,QHG4276Y7Q5OO5QG,1999021706:47:28-480,I,1999021706:47:28-480,-900
0IHUV0A3P0XD3MIG,LR8955UE7GA6480V,1999021706:47:38-480,I,1999021706:47:38-480,-900
0IHVMCT000X85MIG,QLH77P1ZUE3Q2133,1999021706:52:20-480,I,1999021706:52:20-480,-900
0IHVMCT000X85MIG,TRKRYVGCX9ORBXGH,1999021706:52:28-480,I,1999021706:52:28-480,-900
0IHUXLW000XD3MIG,HJ3GE6JLH63JOIKU,1999021706:58:58-480,I,1999021706:58:58-480,-900
0IHUXLW000XD3MIG,HTIW1XJCQU9I6O43,1999021706:59:08-480,I,1999021706:59:08-480,-900
0IHUXM2000XD3MIG,SVU93QQTT6BAUPAL,1999021707:02:56-480,I,1999021707:02:56-480,-900
0IHUXM2000XD3MIG,VION66H65F60S8PW,1999021707:03:08-480,I,1999021707:03:08-480,-900
0IHUKMZ1A0XD1MIG,YA6FIM0UHZQ5BCZF,1999021707:08:10-480,I,1999021707:08:10-480,-900
0IHUKMZ1A0XD1MIG,AHS786WUQ9HDM256,1999021707:08:18-480,I,1999021707:08:18-480,-900
0IHUTJU3I0XD3MIG,HFN2HX7QA8FIRL0D,1999021707:14:34-480,I,1999021707:14:34-480,-900
0IHUTJU3I0XD3MIG,U61B36EZQN35N0YJ,1999021707:14:44-480,I,1999021707:14:44-480,-900
0IHUXLW2U0XD3MIG,UR6QNRPVJD8QFSIJ,1999021707:18:56-480,I,1999021707:18:56-480,-900
0IHUXLW2U0XD3MIG,UUB8TLMVL64VG4IW,1999021707:19:06-480,I,1999021707:19:06-480,-900
0IHUXLZ000XD3MIG,VGDYAK5QYMG5FNJD,1999021707:23:16-480,I,1999021707:23:16-480,-900
0IHUXLZ000XD3MIG,RGLYVFNCMO91GUN5,1999021707:23:28-480,I,1999021707:23:28-480,-900
0IHUL9FBW0XD3MIG,RWD821N7N0FBQCHF,1999021707:27:08-480,I,1999021707:27:08-480,-900
0IHUL9FBW0XD3MIG,RCLL0HFVIBKPK8RD,1999021707:27:20-480,I,1999021707:27:20-480,-900
0IHUUZ4000XD3MIG,UN32GQ3EKU1C5FFC,1999021717:17:16-480,I,1999021717:17:16-480,-900
0IHUUZ4000XD3MIG,DU2C21TRX3B0WWWY,1999021717:17:28-480,I,1999021717:17:28-480,-900
0IHVBPHCE0X51MIG,DRP5KTW7MPAV3M8E,1999021717:43:56-480,I,1999021717:43:56-480,-900
0IHVBPHCE0X51MIG,RVWK5A9EL6SQ7HTM,1999021717:44:22-480,I,1999021717:44:22-480,-900
0IHUZFV770XD7MIG,Z6LGXG9X78MHH32Z,1999021718:48:40-480,I,1999021718:48:40-480,-900
0IHUZFV770XD7MIG,MAGQATN2PM16QCQY,1999021718:48:50-480,I,1999021718:48:50-480,-900
0IHUXN62A0XD3MIG,U4PLC6RDNBLEMDKG,1999021718:52:50-480,I,1999021718:52:50-480,-900
0IHUXN62A0XD3MIG,Q4KSHCN43J4MO86Q,1999021718:53:00-480,I,1999021718:53:00-480,-900
0IHVNK3000X84MIG,NZFIG7NWY6V23HM9,1999021718:57:00-480,I,1999021718:57:00-480,-900
0IHVNK3000X84MIG,SBLM5MYSKF3C6L75,1999021718:57:16-480,I,1999021718:57:16-480,-900
0IHUTY0160XD3MIG,AD2TYGTN3U1DKICX,1999021719:01:40-480,I,1999021719:01:40-480,-900
0IHUTY0160XD3MIG,FY7AU3QUVST9JSKH,1999021719:01:48-480,I,1999021719:01:48-480,-900
0IHVKRY000X84MIG,M16C6WHPEU1Q80YM,1999021719:05:58-480,I,1999021719:05:58-480,-900
0IHVKRY000X84MIG,F2BAQGOAXHADSRT4,1999021719:06:10-480,I,1999021719:06:10-480,-900
0IHULP5090X23MIG,FWB3VKC1KYOB87C2,1999021719:10:36-480,I,1999021719:10:36-480,-900
0IHULP5090X23MIG,PLR4QW1R5R6K48RZ,1999021719:10:46-480,I,1999021719:10:46-480,-900
0IHUXN9000XD3MIG,A1D01QCALVZ6B862,1999021719:16:06-480,I,1999021719:16:06-480,-900
0IHUXN9000XD3MIG,NMHADF7QKD9TGBOI,1999021719:16:18-480,I,1999021719:16:18-480,-900
0IHUXNP000XD3MIG,K44HE06D8G9OAMOE,1999021720:58:36-480,I,1999021720:58:36-480,-900
0IHUXNP000XD3MIG,SDVXH6FV9V76O759,1999021720:59:20-480,I,1999021720:59:20-480,-900
0IHUXNF000XD3MIG,YD0WZU3I6DHCCUR9,1999021721:03:48-480,I,1999021721:03:48-480,-900
0IHUXNF000XD3MIG,C3V0YWQAXLSTJCQV,1999021721:04:02-480,I,1999021721:04:02-480,-900
0IHVCIP000X44MIG,XLT37AU9AF18MQDP,1999021721:08:36-480,I,1999021721:08:36-480,-900
0IHVCIP000X44MIG,UJVX19JV0OGR2IS6,1999021721:08:46-480,I,1999021721:08:46-480,-900
0IHVGY9000X51MIG,RR73ZEUPDLVM7WZS,1999021721:13:04-480,I,1999021721:13:04-480,-900
0IHVGY9000X51MIG,N9D2AETX1JR3OADG,1999021721:13:12-480,I,1999021721:13:12-480,-900
0IHUZE4000XD2MIG,FSAJMEXZQFPFO82J,1999021721:56:04-480,I,1999021721:56:04-480,-900
0IHUZE4000XD2MIG,U500KUM1XMYNIZ3Q,1999021721:56:16-480,I,1999021721:56:16-480,-900
0IHUO11000X22MIG,R6ZPQKAWU2QZHKTI,1999021722:05:54-480,I,1999021722:05:54-480,-900
0IHUO11000X22MIG,MK0NS9PR36J5FHS0,1999021722:06:04-480,I,1999021722:06:04-480,-900
0IHUVAJ5D0XD3MIG,W84BVQPYDLUM1IZ4,1999021722:11:46-480,I,1999021722:11:46-480,-900
0IHUVAJ5D0XD3MIG,WPL79023SQ02O9M9,1999021722:11:56-480,I,1999021722:11:56-480,-900
0IHUJZB000X22MIG,SJFUMJXLM8DC9Q27,1999021722:21:06-480,I,1999021722:21:06-480,-900
0IHUJZB000X22MIG,PTFB8MH13M76HYWZ,1999021722:21:20-480,I,1999021722:21:20-480,-900
0IHUKWL000X23MIG,S5QAR40NXFNOOITL,1999021722:25:30-480,I,1999021722:25:30-480,-900
0IHUKWL000X23MIG,T3A5P7QLX7UD949C,1999021722:25:46-480,I,1999021722:25:46-480,-900
0IHUWJL0Z0XD3MIG,H0RB5GPAK7S33G7J,1999021722:30:50-480,I,1999021722:30:50-480,-900
0IHUWJL0Z0XD3MIG,ZVMJBNDMI4JV4Z3P,1999021722:31:04-480,I,1999021722:31:04-480,-900
0IHUYG91C0XD2MIG,TBW5PZ58GVO5Y7ID,1999021722:32:14-480,I,1999021722:32:14-480,-900
0IHUYG91C0XD2MIG,WPZUMZELL1KZWGTA,1999021722:32:24-480,I,1999021722:32:24-480,-900
0IHVEAV000X51MIG,VBVBR9IBG8OQ4W1B,1999021800:53:58-480,I,1999021800:53:58-480,-900
0IHVEAV000X51MIG,VA9URU5Y2RSZA2BM,1999021800:54:02-480,I,1999021800:54:02-480,-900
0IHUSPO000XD3MIG,HYBA1B58Q4EAHQSL,1999021800:57:38-480,I,1999021800:57:38-480,-900
0IHUSPO000XD3MIG,FPDEELY9N9FTTAHV,1999021800:57:44-480,I,1999021800:57:44-480,-900
0IHUY0F1V0XD2MIG,UO8UUKE2617W2XRE,1999021801:02:02-480,I,1999021801:02:02-480,-900
0IHUY0F1V0XD2MIG,FYD8I6M59B4DBJZJ,1999021801:02:08-480,I,1999021801:02:08-480,-900
0IHUIAF000X30MIG,CN9V8CTZ5FKTFT2F,1999021801:05:42-480,I,1999021801:05:42-480,-900
0IHUIAF000X30MIG,Q2YM8J78B2XHWT97,1999021801:05:48-480,I,1999021801:05:48-480,-900
0IHUQA6000XD2MIG,GPOLW4JPROJAFNPC,1999021803:58:42-480,I,1999021803:58:42-480,-900
0IHUQA6000XD2MIG,B8LHVSA0N49WTC7V,1999021803:58:54-480,I,1999021803:58:54-480,-900
0IHUTSC6A0XD2MIG,FTO3L3ATN6EG7U11,1999021804:03:16-480,I,1999021804:03:16-480,-900
0IHUTSC6A0XD2MIG,MLKL83SAPGWDM9UB,1999021804:03:24-480,I,1999021804:03:24-480,-900
0IHUUBW000XD3MIG,KWA2B1SVUH7UMYCU,1999021804:07:04-480,I,1999021804:07:04-480,-900
0IHUUBW000XD3MIG,E751REFUA7R5E30Q,1999021804:07:10-480,I,1999021804:07:10-480,-900
0IHUXOI160XD3MIG,YS4ASZJ3VV8RPSF2,1999021804:11:06-480,I,1999021804:11:06-480,-900
0IHUXOI160XD3MIG,N0Z3VTP3AFWOU3Q2,1999021804:11:14-480,I,1999021804:11:14-480,-900
