LOAD DATA
INFILE *
APPEND
INTO TABLE macomb.mt_eh_nist_mugshot
FIELDS TERMINATED BY ',' OPTIONALLY ENCLOSED BY '"'
(PHOTO_ID,IMAGE_POSE,POSE_OFFSET_ANGLE,GLASSES_FLAG,HAT_FLAG,SCARF_FLAG,PHYSICAL_FLAG,OTHER_FLAG,DESCRIPTION,ACTION_TYPE,ACTION_TIME,ACTION_BY)
D6OMAFFDE2AG3TU5,FRONT,F0,N,N,N,N,N,,I,2000012505:26:18-480,-900
I52NO4B4R7LL1N4T,SIDE,L90,N,N,N,N,N,,I,2000012505:26:34-480,-900
MHDQV2T8WMH4BK4X,FRONT,F0,N,N,N,N,N,,I,2000012505:42:04-480,-900
ANJ8PK4HVG5BEK90,SIDE,L90,N,N,N,N,N,,I,2000012505:42:10-480,-900
DM6RAT9U17OB2TND,FRONT,F0,N,N,N,N,N,,I,2000012505:42:26-480,-900
UKOQV4ECQIG1YQY7,SIDE,L90,N,N,N,N,N,,I,2000012505:42:32-480,-900
FTPO6F09S4X1X3D9,FRONT,F0,N,N,N,N,N,,I,2000012505:42:44-480,-900
JKJ9NUFDVOI91E7I,SIDE,L90,N,N,N,N,N,,I,2000012505:42:50-480,-900
ZAUAWKGYU5I6K37K,FRONT,F0,N,N,N,N,N,,I,2000012505:43:50-480,-900
RT7TD45O7JB81FXS,SIDE,L90,N,N,N,N,N,,I,2000012505:43:56-480,-900
SAV1B5F1UZI5TFDS,FRONT,F0,N,N,N,N,N,,I,2000012505:44:02-480,-900
V5VH0U25IQJ63XUN,SIDE,L90,N,N,N,N,N,,I,2000012505:44:17-480,-900
MCHXWXCTLXOCN5CB,FRONT,F0,N,N,N,N,N,,I,2000012506:01:20-480,-900
WVHY5253R5ARQX4L,SIDE,L90,N,N,N,N,N,,I,2000012506:01:24-480,-900
ES82UK6NMZE50HAU,FRONT,F0,N,N,N,N,N,,I,2000012506:01:46-480,-900
RC01VE5BV8HEZITN,SIDE,L90,N,N,N,N,N,,I,2000012506:01:52-480,-900
AJDNMYR4E97LPPHH,FRONT,F0,N,N,N,N,N,,I,2000012506:02:36-480,-900
L7C33PC51SY9TSBL,SIDE,L90,N,N,N,N,N,,I,2000012506:02:44-480,-900
EGE20C2YD87BTFVV,FRONT,F0,N,N,N,N,N,,I,2000012506:19:02-480,-900
LCHFWWHLQSE6E8OE,SIDE,L90,N,N,N,N,N,,I,2000012506:19:08-480,-900
LSSX3XV52Z6113QM,FRONT,F0,N,N,N,N,N,,I,2000012506:19:58-480,-900
QSUCBY4NTCYYI92S,SIDE,L90,N,N,N,N,N,,I,2000012506:20:04-480,-900
MX814A6RMJKLO71S,FRONT,F0,N,N,N,N,N,,I,2000012506:30:46-480,-900
UHA1RJHJF1T9INC5,SIDE,L90,N,N,N,N,N,,I,2000012506:30:54-480,-900
O9CAQYJ6GV5PZ5KM,FRONT,F0,N,N,N,N,N,,I,2000012506:31:38-480,-900
O2M3XRWOS22AUNM6,SIDE,L90,N,N,N,N,N,,I,2000012506:31:46-480,-900
SKA3UTIWLJT35KJ8,FRONT,F0,N,N,N,N,N,,I,2000012508:53:40-480,-900
NSZE5NDRFBRF9OJR,SIDE,L90,N,N,N,N,N,,I,2000012508:53:46-480,-900
KWTLZ73JC3OON1P2,FRONT,F0,N,N,N,N,N,,I,2000012510:22:08-480,-900
CTHYQ20G9TZ20QTZ,SIDE,L90,N,N,N,N,N,,I,2000012510:22:14-480,-900
AZ1HQXE8U87N13O4,FRONT,F0,N,N,N,N,N,,I,2000012510:23:20-480,-900
IS0VXXMVDJP821J8,SIDE,L90,N,N,N,N,N,,I,2000012510:23:28-480,-900
VGPHIM7U2146UE7T,FRONT,F0,N,N,N,N,N,,I,2000012510:24:16-480,-900
AXHC5NH341NDSIXS,SIDE,L90,N,N,N,N,N,,I,2000012510:24:30-480,-900
JCZH13NRLION2A3U,FRONT,F0,N,N,N,N,N,,I,2000012510:34:52-480,-900
ZHQ6BOYIH7KXUO4G,SIDE,L90,N,N,N,N,N,,I,2000012510:35:00-480,-900
PUMRKUG9ZW03FSMV,FRONT,F0,N,N,N,N,N,,I,2000012513:05:30-480,-900
XZ9LYKMUXECRNSA0,SIDE,L90,N,N,N,N,N,,I,2000012513:05:42-480,-900
EI2E9TK5FYAYJJTK,FRONT,F0,N,N,N,N,N,,I,2000012513:06:58-480,-900
X741N4JG3TRSR44G,SIDE,L90,N,N,N,N,N,,I,2000012513:07:06-480,-900
NGB1SK97604GYWKH,FRONT,F0,N,N,N,N,N,,I,2000012513:33:26-480,-900
LUTETF3KK59D3227,SIDE,L90,N,N,N,N,N,,I,2000012513:33:32-480,-900
BTM1WTPNJN1WPTOP,FRONT,F0,N,N,N,N,N,,I,2000012514:46:08-480,-900
MZYV6T4584FBJ25B,SIDE,L90,N,N,N,N,N,,I,2000012514:46:12-480,-900
S0XQ6Y68N24BJ07T,FRONT,F0,N,N,N,N,N,,I,2000012514:47:08-480,-900
YU1UJISH6DVHUEZU,SIDE,L90,N,N,N,N,N,,I,2000012514:47:16-480,-900
FIHVI3EOH5VYL1ID,FRONT,F0,N,N,N,N,N,,I,2000012514:48:26-480,-900
N4H5Q7667LYETOU1,FRONT,F0,N,N,N,N,N,,I,2000012517:30:58-480,-900
G9MUNEOD25HZZUYD,SIDE,L90,N,N,N,N,N,,I,2000012517:31:10-480,-900
L3QDRO6XMA5HGCW8,FRONT,F0,N,N,N,N,N,,I,2000012520:53:46-480,-900
N3T19TW8ILEU05MT,SIDE,L90,N,N,N,N,N,,I,2000012520:53:58-480,-900
JU011NNESRIV2GZQ,FRONT,F0,N,N,N,N,N,,I,2000012520:54:40-480,-900
HKK1DVI5GH29XQDW,SIDE,L90,N,N,N,N,N,,I,2000012520:54:46-480,-900
X6RR9IJPW0JOJUA9,FRONT,F0,N,N,N,N,N,,I,2000012520:55:10-480,-900
TIPQJ1UFXX925BD4,SIDE,L90,N,N,N,N,N,,I,2000012520:55:14-480,-900
AYW8I2541CT7HIR9,FRONT,F0,N,N,N,N,N,,I,2000012521:40:04-480,-900
XNP37YGUEFS64Q9Y,SIDE,L90,N,N,N,N,N,,I,2000012521:40:12-480,-900
M2Q8IA8C9QEGTWQB,FRONT,F0,N,N,N,N,N,,I,2000012521:40:24-480,-900
KGHA5XAAQTC37WP5,SIDE,L90,N,N,N,N,N,,I,2000012521:40:34-480,-900
KR15GFC6ZKVS5JHO,FRONT,F0,N,N,N,N,N,,I,2000012521:40:54-480,-900
B412LKUK9IOKE3X7,SIDE,L90,N,N,N,N,N,,I,2000012521:41:00-480,-900
PVA7G2Q98R3380SA,FRONT,F0,N,N,N,N,N,,I,2000012522:22:12-480,-900
R6JJVU0GBC6S0FDA,SIDE,L90,N,N,N,N,N,,I,2000012522:22:18-480,-900
DQZXTDA7GRA5V1F3,FRONT,F0,N,N,N,N,N,,I,2000012522:22:52-480,-900
OJQ9YJ15JV7AIK54,SIDE,L90,N,N,N,N,N,,I,2000012522:23:04-480,-900
X6DSKN1MJYW29LY0,FRONT,F0,N,N,N,N,N,,I,2000012601:59:09-480,-900
XIAKM8BKDP0JN7HI,SIDE,L90,N,N,N,N,N,,I,2000012601:59:24-480,-900
T5TC5SD8ZYX9CHXX,FRONT,F0,N,N,N,N,N,,I,2000012602:01:38-480,-900
VB7NSGWXY0VB8318,SIDE,L90,N,N,N,N,N,,I,2000012602:01:48-480,-900
S3HH79K7FQTWX7PI,FRONT,F0,N,N,N,N,N,,I,2000012602:02:48-480,-900
HEX34NE4U8254P1H,SIDE,L90,N,N,N,N,N,,I,2000012602:03:00-480,-900
S6BF2H039FCT2Y0I,SIDE,L90,N,N,N,N,N,,I,2000012602:03:50-480,-900
MS0DLQVH0B8NKVEJ,FRONT,F0,N,N,N,N,N,,I,2000012602:04:30-480,-900
W0I9JGJMPV6LBIZ3,SIDE,L90,N,N,N,N,N,,I,2000012602:04:40-480,-900
W8CMKW1WH30R4F20,FRONT,F0,N,N,N,N,N,,I,2000012602:10:36-480,-900
X55PEBBBT0FKJWZJ,SIDE,L90,N,N,N,N,N,,I,2000012602:10:46-480,-900
ANUTPDEOT4WQBTBD,FRONT,F0,N,N,N,N,N,,I,2000012602:38:58-480,-900
AV29I9EH620PNR2B,SIDE,L90,N,N,N,N,N,,I,2000012602:39:10-480,-900
UJK5VIPMFOVCD3BQ,FRONT,F0,N,N,N,N,N,,I,2000012602:40:38-480,-900
S4CU0IJPBZZDINUR,SIDE,L90,N,N,N,N,N,,I,2000012602:40:48-480,-900
I6FXY2YIRP1XZ3CY,FRONT,F0,N,N,N,N,N,,I,2000012602:42:04-480,-900
I3J7REY75LM9LDYA,SIDE,L90,N,N,N,N,N,,I,2000012602:42:10-480,-900
VGW2RH54EEQ919KF,FRONT,F0,N,N,N,N,N,,I,2000012602:42:44-480,-900
LHJY8Y7RB8F3O8P6,SIDE,L90,N,N,N,N,N,,I,2000012602:42:52-480,-900
O314AVMOGG2VVN1N,FRONT,F0,N,N,N,N,N,,I,2000012603:30:34-480,-900
V149ED2KF6GREC91,SIDE,L90,N,N,N,N,N,,I,2000012603:30:44-480,-900
MXCZEPDL4LLGN3AZ,FRONT,F0,N,N,N,N,N,,I,2000012603:31:20-480,-900
V3YPY0B3P5RJ4Y9K,SIDE,L90,N,N,N,N,N,,I,2000012603:31:36-480,-900
QIOAK664VGZCGGRF,FRONT,F0,N,N,N,N,N,,I,2000012603:32:38-480,-900
IFDY8AQ8YLMQD4DF,SIDE,L90,N,N,N,N,N,,I,2000012603:32:46-480,-900
MW0ZJNLD0IKV4FSZ,FRONT,F0,N,N,N,N,N,,I,2000012603:33:28-480,-900
TQAGZ7FF2GOJYHX5,SIDE,L90,N,N,N,N,N,,I,2000012603:33:36-480,-900
S1IWWBY00PTTRFLV,FRONT,F0,N,N,N,N,N,,I,2000012603:57:36-480,-900
LVJV0JEKO04ZAQDW,SIDE,L90,N,N,N,N,N,,I,2000012603:57:46-480,-900
ZC5EBETXBO8H6WIA,FRONT,F0,N,N,N,N,N,,I,2000012603:58:36-480,-900
H21MQ3SFTKOQIHDY,SIDE,L90,N,N,N,N,N,,I,2000012603:58:44-480,-900
T2LTZORNONALDQBX,FRONT,F0,N,N,N,N,N,,I,2000012603:59:14-480,-900
SK5AIQ3NSHB7H1TW,SIDE,L90,N,N,N,N,N,,I,2000012603:59:22-480,-900
B6M4G6UK73WNRMSG,FRONT,F0,N,N,N,N,N,,I,2000012603:59:56-480,-900
KWLK7SH9QMX48UPY,SIDE,L90,N,N,N,N,N,,I,2000012604:00:06-480,-900
W84HBBOEMJOCHJ9Z,FRONT,F0,N,N,N,N,N,,I,2000012605:48:26-480,-900
MM7D2AGTNFUJRL5W,SIDE,L90,N,N,N,N,N,,I,2000012605:49:20-480,-900
PKVQCV3QMJK3VA3E,FRONT,F0,N,N,N,N,N,,I,2000012605:49:50-480,-900
CVHW3V63ICRLX9YX,SIDE,L90,N,N,N,N,N,,I,2000012605:49:58-480,-900
ZV38ZVPR20JUGTS8,FRONT,F0,N,N,N,N,N,,I,2000012605:50:44-480,-900
NA94XBHJ76E6FB6J,SIDE,L90,N,N,N,N,N,,I,2000012605:50:56-480,-900
Y8KVIYCRJ1W7WMXU,FRONT,F0,N,N,N,N,N,,I,2000012605:51:20-480,-900
RJUSWNR4NW0I0LFC,SIDE,L90,N,N,N,N,N,,I,2000012605:51:30-480,-900
PGRVWOYWKUHJO9F0,FRONT,F0,N,N,N,N,N,,I,2000012606:18:34-480,-900
FNKLEIVSMNDOHXJ1,SIDE,L90,N,N,N,N,N,,I,2000012606:18:44-480,-900
Y56B39UVNV5QWWKQ,FRONT,F0,N,N,N,N,N,,I,2000012606:19:32-480,-900
WT63COOPVPI61RCI,SIDE,L90,N,N,N,N,N,,I,2000012606:19:40-480,-900
YPUP3MOK45WSBHIK,FRONT,F0,N,N,N,N,N,,I,2000012606:20:12-480,-900
K5ME964S3CXIT502,SIDE,L90,N,N,N,N,N,,I,2000012606:20:22-480,-900
JGKRTBCVXRE1YWKD,FRONT,F0,N,N,N,N,N,,I,2000012606:20:52-480,-900
G7NP72ACQGW5XXL3,SIDE,L90,N,N,N,N,N,,I,2000012606:21:02-480,-900
EOAYDAHOJA7G0ZD7,FRONT,F0,N,N,N,N,N,,I,2000012606:51:18-480,-900
AWXLARMJIZHJOQ23,SIDE,L90,N,N,N,N,N,,I,2000012606:51:24-480,-900
A3YPUXAI0T7UE03O,FRONT,F0,N,N,N,N,N,,I,2000012606:52:08-480,-900
FV1J3MSN2JYBRPFN,SIDE,L90,N,N,N,N,N,,I,2000012606:52:14-480,-900
H56YXBWY0KYVNYTX,FRONT,F0,N,N,N,N,N,,I,2000012606:52:32-480,-900
P5L9ALOHKW57DTNR,SIDE,L90,N,N,N,N,N,,I,2000012606:52:38-480,-900
ISG3DC0T77WJCMZM,FRONT,F0,N,N,N,N,N,,I,2000012611:11:14-480,-900
BWYVUFRL9WCHFA4E,SIDE,L90,N,N,N,N,N,,I,2000012611:11:26-480,-900
ZA7I3HIK4JMYPBH2,FRONT,F0,N,N,N,N,N,,I,2000012611:11:50-480,-900
UZS7B477OPEUGP12,SIDE,L90,N,N,N,N,N,,I,2000012611:12:04-480,-900
TYB9VPMI3JA3LL7N,FRONT,F0,N,N,N,N,N,,I,2000012611:12:34-480,-900
WNGZ31XJ6QVAHSY5,SIDE,L90,N,N,N,N,N,,I,2000012611:12:44-480,-900
YXC4SHL21BHSXGT3,FRONT,F0,N,N,N,N,N,,I,2000012611:13:08-480,-900
MUCH3P6KI03XH9GC,SIDE,L90,N,N,N,N,N,,I,2000012611:13:20-480,-900
B2EHAF1FQ0OF01JR,FRONT,F0,N,N,N,N,N,,I,2000012611:40:22-480,-900
U7MFMK4Z5YEQ5OTB,SIDE,L90,N,N,N,N,N,,I,2000012611:40:40-480,-900
X9123L7I59I1V39V,FRONT,F0,N,N,N,N,N,,I,2000012611:41:14-480,-900
NM8QIR0W6OGJ1K26,SIDE,L90,N,N,N,N,N,,I,2000012611:41:24-480,-900
LAPP0FCRZYMH5V8M,FRONT,F0,N,N,N,N,N,,I,2000012611:41:58-480,-900
ZWSLV1BR2Q9QO138,SIDE,L90,N,N,N,N,N,,I,2000012611:42:08-480,-900
WMM8ORFQVWQHJF22,FRONT,F0,N,N,N,N,N,,I,2000012611:42:38-480,-900
XS06QU0WH114N7PV,SIDE,L90,N,N,N,N,N,,I,2000012611:42:44-480,-900
QSS8KNN2MU8V4DST,FRONT,F0,N,N,N,N,N,,I,2000012612:17:58-480,-900
I2A3V32EQ8KS1BQL,SIDE,L90,N,N,N,N,N,,I,2000012612:18:06-480,-900
QXZSNRACJCUCXDVK,FRONT,F0,N,N,N,N,N,,I,2000012613:18:34-480,-900
NE5PXZJ2QRV0BS07,SIDE,L90,N,N,N,N,N,,I,2000012613:18:44-480,-900
KBGEBPVDJZJ4Q9I7,FRONT,F0,N,N,N,N,N,,I,2000012613:19:16-480,-900
PDP41YEGCFOU0M5P,SIDE,L90,N,N,N,N,N,,I,2000012613:19:24-480,-900
BHHCWRMNUY7NEVWT,FRONT,F0,N,N,N,N,N,,I,2000012613:19:52-480,-900
FYQ4IXNC5797XERA,SIDE,L90,N,N,N,N,N,,I,2000012613:20:02-480,-900
XSS3RK2ERDMDUVVK,FRONT,F0,N,N,N,N,N,,I,2000012613:20:38-480,-900
IMW85BUYOFWVAFH8,SIDE,L90,N,N,N,N,N,,I,2000012613:20:48-480,-900
JI7FK1HGUGGLD3UY,FRONT,F0,N,N,N,N,N,,I,2000012614:39:58-480,-900
ACZIM4ZAUGFIITE5,SIDE,L90,N,N,N,N,N,,I,2000012614:40:14-480,-900
G5SOA5E7509S0TCK,FRONT,F0,N,N,N,N,N,,I,2000012614:42:30-480,-900
QOVW4WERNHCC5SOQ,SIDE,L90,N,N,N,N,N,,I,2000012614:42:38-480,-900
EK9U2S6DTKPYZ8F6,FRONT,F0,N,N,N,N,N,,I,2000012614:45:14-480,-900
TYOV7OBAUMHWLHYN,SIDE,L90,N,N,N,N,N,,I,2000012614:45:24-480,-900
GK08GUZCHPLJ5HA0,FRONT,F0,N,N,N,N,N,,I,2000012614:47:08-480,-900
UBAFGVMBJO5GJ74F,SIDE,L90,N,N,N,N,N,,I,2000012614:47:16-480,-900
WBCJ6SQ9R9VZMZ12,FRONT,F0,N,N,N,N,N,,I,2000012616:57:00-480,-900
KY2NN2BYGEWQIFU0,SIDE,L90,N,N,N,N,N,,I,2000012616:57:24-480,-900
Z19BBT77NYCL7QWR,FRONT,F0,N,N,N,N,N,,I,2000012617:06:00-480,-900
URE9N7RIASTMSS0W,SIDE,L90,N,N,N,N,N,,I,2000012617:06:08-480,-900
LW6GXPYCE8HMWAFK,FRONT,F0,N,N,N,N,N,,I,2000012617:26:26-480,-900
TRFBDS85ORQE1AUW,SIDE,L90,N,N,N,N,N,,I,2000012617:26:34-480,-900
X6DE5946O1WV4WYD,FRONT,F0,N,N,N,N,N,,I,2000012617:38:16-480,-900
G9MYWD3L85A5IX8S,SIDE,L90,N,N,N,N,N,,I,2000012617:38:24-480,-900
I6H824ZACFJ5SRA2,FRONT,F0,N,N,N,N,N,,I,2000012620:09:46-480,-900
X21Q94HFMP12Z2FS,SIDE,L90,N,N,N,N,N,,I,2000012620:09:54-480,-900
N937C2XGFI0JFFXJ,FRONT,F0,N,N,N,N,N,,I,2000012620:18:24-480,-900
Z8YYGRWN7SW6B01N,SIDE,L90,N,N,N,N,N,,I,2000012620:18:30-480,-900
V9LJ1W0W8KT4MX0J,FRONT,F0,N,N,N,N,N,,I,2000012620:18:48-480,-900
OP8OKU2GJ8D578J3,SIDE,L90,N,N,N,N,N,,I,2000012620:18:56-480,-900
O40W7HELOJTJ1WW7,FRONT,F0,N,N,N,N,N,,I,2000012620:19:46-480,-900
MG2EA3AWTSX7M0YQ,SIDE,L90,N,N,N,N,N,,I,2000012620:19:54-480,-900
LUC26DY16MRDVXVJ,FRONT,F0,N,N,N,N,N,,I,2000012621:06:10-480,-900
UEM1LWNLISWZ5YO9,FRONT,F0,N,N,N,N,N,,I,2000012621:07:32-480,-900
EUDLRTSUBITAOQB3,FRONT,F0,N,N,N,N,N,,I,2000012622:29:58-480,-900
VUF52CVGPDRF7ARK,SIDE,L90,N,N,N,N,N,,I,2000012622:30:08-480,-900
AG4OXORPFIYA2PAB,FRONT,F0,N,N,N,N,N,,I,2000012622:30:34-480,-900
DKDUCO1PRYSTPIEY,SIDE,L90,N,N,N,N,N,,I,2000012622:30:44-480,-900
L8B4MATQDMMGIXYY,FRONT,F0,N,N,N,N,N,,I,2000012622:32:30-480,-900
RO8BC7T4FF92Q8ST,SIDE,L90,N,N,N,N,N,,I,2000012622:32:34-480,-900
CBSLVVLSQZLAZFYQ,FRONT,F0,N,N,N,N,N,,I,2000012622:59:58-480,-900
DBOY51VK6L86W3JF,SIDE,L90,N,N,N,N,N,,I,2000012623:00:04-480,-900
OCTB2KZHHFRA2ITH,FRONT,F0,N,N,N,N,N,,I,2000012701:58:16-480,-900
A4HLSMBFV7ZSK82T,SIDE,L90,N,N,N,N,N,,I,2000012701:58:22-480,-900
HRO5F4N3BOG5EA1O,FRONT,F0,N,N,N,N,N,,I,2000012701:58:48-480,-900
S4BLH3D78TDU0EXJ,SIDE,L90,N,N,N,N,N,,I,2000012701:58:54-480,-900
Y0GLYCUFV6DNH0H7,FRONT,F0,N,N,N,N,N,,I,2000012701:59:12-480,-900
MQB2FRP56KTM49W0,SIDE,L90,N,N,N,N,N,,I,2000012701:59:16-480,-900
ROPDQRMHQO0CBZ1T,FRONT,F0,N,N,N,N,N,,I,2000012701:59:36-480,-900
V2B7Z3SSRJTLO5RI,SIDE,L90,N,N,N,N,N,,I,2000012701:59:42-480,-900
RJQY3H0176MZ2BD8,FRONT,F0,N,N,N,N,N,,I,2000012702:24:28-480,-900
VWGEO58MFYCZEVI7,SIDE,L90,N,N,N,N,N,,I,2000012702:24:32-480,-900
GF5KMEOQZSKDJG5M,FRONT,F0,N,N,N,N,N,,I,2000012702:25:14-480,-900
QD79BSIT19AOL290,SIDE,L90,N,N,N,N,N,,I,2000012702:25:20-480,-900
XI12JFVLAN8Y4R24,FRONT,F0,N,N,N,N,N,,I,2000012702:25:42-480,-900
FWM5B5F369FVN3SL,SIDE,L90,N,N,N,N,N,,I,2000012702:25:46-480,-900
L7QQHVZQNUKQTBI6,FRONT,F0,N,N,N,N,N,,I,2000012702:26:08-480,-900
E576DETU6HF5DXNA,SIDE,L90,N,N,N,N,N,,I,2000012702:26:14-480,-900
DZCADU2T7D6TAKQR,FRONT,F0,N,N,N,N,N,,I,2000012703:05:00-480,-900
M5SJ0AIFWIU6M87Y,SIDE,L90,N,N,N,N,N,,I,2000012703:05:04-480,-900
WS77I1II5HSFY3E5,FRONT,F0,N,N,N,N,N,,I,2000012703:05:26-480,-900
GNN6M9OHCZCI2KQ7,SIDE,L90,N,N,N,N,N,,I,2000012703:05:32-480,-900
K80P575LQ5LN5ZZQ,FRONT,F0,N,N,N,N,N,,I,2000012703:06:16-480,-900
N7NXCFLMCSAHZQUJ,SIDE,L90,N,N,N,N,N,,I,2000012703:06:24-480,-900
AF18H0EX2XGEWXF7,FRONT,F0,N,N,N,N,N,,I,2000012703:06:44-480,-900
M5ZDWT0CP5A36TDR,SIDE,L90,N,N,N,N,N,,I,2000012703:06:48-480,-900
OOZN7LTJSP7GZR0O,FRONT,F0,N,N,N,N,N,,I,2000012704:37:22-480,-900
A6DYENX86BHVUXPV,SIDE,L90,N,N,N,N,N,,I,2000012704:37:34-480,-900
LNZVNWDRCMXP1RW9,FRONT,F0,N,N,N,N,N,,I,2000012704:37:56-480,-900
KYKCXFC2GTCADBWU,SIDE,L90,N,N,N,N,N,,I,2000012704:38:02-480,-900
RS7TC84TB3E4FWDT,FRONT,F0,N,N,N,N,N,,I,2000012704:38:38-480,-900
PFO6IZ02Y7X4BU4E,SIDE,L90,N,N,N,N,N,,I,2000012704:38:44-480,-900
R49FI2TXTL2J0REX,FRONT,F0,N,N,N,N,N,,I,2000012704:39:16-480,-900
BVTYDQRFIEQ1T2GX,SIDE,L90,N,N,N,N,N,,I,2000012704:39:20-480,-900
GE35N88A9VX41VJD,FRONT,F0,N,N,N,N,N,,I,2000012705:25:44-480,-900
BT3MD15EC9TPRZCW,SIDE,L90,N,N,N,N,N,,I,2000012705:25:50-480,-900
IYVPKDP5GP7OXW7P,FRONT,F0,N,N,N,N,N,,I,2000012705:26:16-480,-900
WL3NUUWO9G07OI3F,SIDE,L90,N,N,N,N,N,,I,2000012705:26:22-480,-900
S5KDWU8U5FP357SD,FRONT,F0,N,N,N,N,N,,I,2000012705:27:24-480,-900
F4Z1XWLA50ESLEFL,SIDE,L90,N,N,N,N,N,,I,2000012705:27:30-480,-900
CT9E5DYL1YLK1AH5,FRONT,F0,N,N,N,N,N,,I,2000012705:27:52-480,-900
V9KVAGKZNNZGXOZK,SIDE,L90,N,N,N,N,N,,I,2000012705:27:58-480,-900
VHSSZWTYCXO94CUG,FRONT,F0,N,N,N,N,N,,I,2000012705:53:08-480,-900
F1UNWKDUK8N3LNF2,SIDE,L90,N,N,N,N,N,,I,2000012705:53:14-480,-900
B28FVRQSLS7SNY8Z,FRONT,F0,N,N,N,N,N,,I,2000012705:53:32-480,-900
UUMNWVLENS5PPFGG,SIDE,L90,N,N,N,N,N,,I,2000012705:53:38-480,-900
TUXBXWI5CS0Q1MLE,FRONT,F0,N,N,N,N,N,,I,2000012705:54:10-480,-900
X2U0MPA8T1FD8OOQ,SIDE,L90,N,N,N,N,N,,I,2000012705:54:14-480,-900
GCZZW2Z3UGTZ7RAL,FRONT,F0,N,N,N,N,N,,I,2000012706:22:58-480,-900
TPOA13UWU2TT6BCW,SIDE,L90,N,N,N,N,N,,I,2000012706:23:06-480,-900
ZZIF35WSVDNP9XPE,FRONT,F0,N,N,N,N,N,,I,2000012710:08:36-480,-900
X0A4V4VY6108A0HZ,SIDE,L90,N,N,N,N,N,,I,2000012710:08:48-480,-900
WXZMFSCSSMLRXM2W,FRONT,F0,N,N,N,N,N,,I,2000012710:09:10-480,-900
J1ZO34LR2ZM3VND0,SIDE,L90,N,N,N,N,N,,I,2000012710:09:18-480,-900
BG2PKFE1DRPFLCBQ,FRONT,F0,N,N,N,N,N,,I,2000012710:09:40-480,-900
NXHPCZK3TURA0RAX,SIDE,L90,N,N,N,N,N,,I,2000012710:09:50-480,-900
G29MV8P04LPED4DW,FRONT,F0,N,N,N,N,N,,I,2000012710:29:28-480,-900
KFSRV9Q8IHW7XC6M,SIDE,L90,N,N,N,N,N,,I,2000012710:29:50-480,-900
SALZSPFTD3KWS1ZM,FRONT,F0,N,N,N,N,N,,I,2000012710:41:00-480,-900
MVSE36QFQKVGPRJ6,SIDE,L90,N,N,N,N,N,,I,2000012710:41:08-480,-900
XONDYT7W11YK37KW,FRONT,F0,N,N,N,N,N,,I,2000012710:41:50-480,-900
EU1MPNWR8REN0ZWF,SIDE,L90,N,N,N,N,N,,I,2000012710:41:58-480,-900
UXLOHL5TOJNCH3I5,FRONT,F0,N,N,N,N,N,,I,2000012710:58:46-480,-900
KYNI07GU133S38OF,SIDE,L90,N,N,N,N,N,,I,2000012710:58:52-480,-900
QCLOR4PF1QJANCOA,FRONT,F0,N,N,N,N,N,,I,2000012711:15:50-480,-900
JYQZT3AYH3O1Q3PZ,SIDE,L90,N,N,N,N,N,,I,2000012711:16:10-480,-900
PXMPPYRR91QJDIYZ,FRONT,F0,N,N,N,N,N,,I,2000012711:21:34-480,-900
DF6TCE2O7R0KKVQ3,SIDE,L90,N,N,N,N,N,,I,2000012711:21:46-480,-900
GXZ623JEJP5N6284,FRONT,F0,N,N,N,N,N,,I,2000012711:22:12-480,-900
HRBW8O8K8R27IOJQ,SIDE,L90,N,N,N,N,N,,I,2000012711:22:22-480,-900
IDTGE5O238KC3E46,FRONT,F0,N,N,N,N,N,,I,2000012711:37:34-480,-900
DVUNRWER8GYNELW1,SIDE,L90,N,N,N,N,N,,I,2000012711:37:40-480,-900
ZXTKDYFYPLP04219,FRONT,F0,N,N,N,N,N,,I,2000012715:15:46-480,-900
E97BGJ4ZMH63ESMP,SIDE,L90,N,N,N,N,N,,I,2000012715:15:56-480,-900
LM9KBYL4V1WE1PST,FRONT,F0,N,N,N,N,N,,I,2000012716:29:04-480,-900
S1BJ01I24XOGTQVZ,SIDE,L90,N,N,N,N,N,,I,2000012716:29:24-480,-900
TL0TRG7VYAAW4JA5,FRONT,F0,N,N,N,N,N,,I,2000012716:30:48-480,-900
ZOXU0OIFL7YSG1XM,SIDE,L90,N,N,N,N,N,,I,2000012716:30:54-480,-900
RFONXYSWJ8QX22K4,FRONT,F0,N,N,N,N,N,,I,2000012716:56:56-480,-900
XY522Q52HHJZBZAG,SIDE,L90,N,N,N,N,N,,I,2000012716:57:04-480,-900
M39QKAYBC9EGKNNS,FRONT,F0,N,N,N,N,N,,I,2000012716:57:38-480,-900
XM5A5FDNSW31MTJV,SIDE,L90,N,N,N,N,N,,I,2000012716:57:48-480,-900
O5ZU1ARF371BY1DR,FRONT,F0,N,N,N,N,N,,I,2000012716:58:40-480,-900
C0NF14OX1NZUCTTD,SIDE,L90,N,N,N,N,N,,I,2000012716:58:48-480,-900
W5F37LYE4DIO7GKQ,FRONT,F0,N,N,N,N,N,,I,2000012717:00:08-480,-900
HP22OKL15NTDUM6J,SIDE,L90,N,N,N,N,N,,I,2000012717:00:14-480,-900
O07OJCIQC43K31UL,FRONT,F0,N,N,N,N,N,,I,2000012717:26:02-480,-900
JJMKVZ4ZZMYGGK8T,SIDE,L90,N,N,N,N,N,,I,2000012717:26:10-480,-900
